ro.build.id,ro.build.display.id,ro.product.name,ro.product.device,ro.product.board,ro.product.manufacturer,ro.product.brand,ro.product.model,ro.bootloader,ro.hardware,ro.build.type,ro.build.tags,ro.build.fingerprint,ro.build.user,ro.build.host,ro.build.version.incremental,ro.build.version.release,ro.build.version.sdk,ro.build.version.codename,screen.height,screen.width,screen.density,screen.xdpi,screen.ydpi,screen.dpi,screen.scaledDensity
HONORHRY-L21,HRY-LX1 10.0.0.221(C10E4R2P2),HRY-LX1RU,HWHRY-H,HRY-L21,HUAWEI,HONOR,HRY-LX1,unknown,kirin710,user,release-keys,HONOR/HRY-LX1RU/HWHRY-H:10/HONORHRY-L21/10.0.0.221C10:user/release-keys,test,cn-central-1b-08c0c14c51596708610560-2051439213-275jk,10.0.0.221C10,10,29,REL,2139,1080,3.38,0.0000,0.0000,0,0.00
HONORHRY-LX1T,HRY-LX1T 10.0.0.212(C10E3R1P3),HRY-LX1TRU,HWHRY-HF,HRY-L21T,HUAWEI,HONOR,HRY-LX1T,unknown,kirin710,user,release-keys,HONOR/HRY-LX1TRU/HWHRY-HF:10/HONORHRY-LX1T/10.0.0.212C10:user/release-keys,test,cn-central-1b-c030d442a1596712906338-315000261-76zd9,10.0.0.212C10,10,29,REL,2139,1080,2.55,0.0000,0.0000,0,0.00
QKQ1.191008.001,QKQ1.191008.001,onc_ru,onc,msm8953,Xiaomi,xiaomi,Redmi 7,unknown,qcom,user,release-keys,xiaomi/onc_ru/onc:10/QKQ1.191008.001/V11.0.1.0.QFLRUXM:user/release-keys,builder,c5-miui-ota-bd18.bj,V11.0.1.0.QFLRUXM,10,29,REL,1369,720,2.00,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A505FNPUS9CUJ1,a50xser,a50,exynos9610,samsung,samsung,SM-A505FN,A505FNPUS9CUJ1,exynos9610,user,release-keys,samsung/a50xser/a50:11/RP1A.200720.012/A505FNPUS9CUJ1:user/release-keys,dpi,VPDJR206,A505FNPUS9CUJ1,11,30,REL,2113,1080,3.00,0.0000,0.0000,0,0.00
PKQ1.181105.001,00WW_6_19F,TA-1021_00WW,PLE,MSM8937,HMD Global,Nokia,TA-1021,unknown,qcom,user,release-keys,Nokia/TA-1021_00WW/PLE:9/PKQ1.181105.001/00WW_6_19F:user/release-keys,cm,cm-build-42-20,00WW_6_19F,9,28,REL,1080,1920,3.00,0.0000,0.0000,0,0.00
QKQ1.191117.002,QKQ1.191117.002 test-keys,lmi_ru,lmi,lmi,Xiaomi,POCO,POCO F2 Pro,unknown,qcom,user,release-keys,POCO/lmi_ru/lmi:10/QKQ1.191117.002/V12.0.4.0.QJKRUXM:user/release-keys,builder,c4-miui-ota-bd02.bj,V12.0.4.0.QJKRUXM,10,29,REL,2270,1080,2.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A515FXXU4EUC8,a51nsser,a51,exynos9611,samsung,samsung,SM-A515F,A515FXXU4EUC8,exynos9611,user,release-keys,samsung/a51nsser/a51:11/RP1A.200720.012/A515FXXU4EUC8:user/release-keys,dpi,21DJ6712,A515FXXU4EUC8,11,30,REL,2186,1080,2.62,0.0000,0.0000,0,0.00
QKQ1.191014.001,QKQ1.191014.001 test-keys,olivelite_ru,olivelite,QC_Reference_Phone,Xiaomi,Xiaomi,Redmi 8A,unknown,qcom,user,release-keys,Xiaomi/olivelite_ru/olivelite:10/QKQ1.191014.001/V12.5.2.0.QCPRUXM:user/release-keys,builder,c5-miui-ota-bd178.bj,V12.5.2.0.QCPRUXM,10,29,REL,1369,720,2.00,0.0000,0.0000,0,0.00
QKQ1.200830.002,Android-Q-build-20210420000104,lemon_ru,lemon,lemon,Xiaomi,Redmi,M2010J19SY,unknown,qcom,user,release-keys,Redmi/lemon_ru/lemon:10/QKQ1.200830.002/V12.0.3.0.QJQRUXM:user/release-keys,builder,c4-miui-ota-bd50.bj,V12.0.3.0.QJQRUXM,10,29,REL,2132,1080,2.75,0.0000,0.0000,0,0.00
PKQ1.180917.001,ZQL1715-sakura-build-20200728120204,sakura,sakura,msm8953,Xiaomi,xiaomi,Redmi 6 Pro,MSM8953_DAISY2.0_20200728120605,qcom,user,release-keys,xiaomi/sakura/sakura:9/PKQ1.180917.001/V12.0.1.0.PDICNXM:user/release-keys,builder,xiaomi.eu,V12.0.1.0.PDICNXM,9,28,REL,2061,1080,2.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A725FXXU4AUJ2,a72qnsser,a72q,atoll,samsung,samsung,SM-A725F,A725FXXU4AUJ2,qcom,user,release-keys,samsung/a72qnsser/a72q:11/RP1A.200720.012/A725FXXU4AUJ2:user/release-keys,dpi,21DJF806,A725FXXU4AUJ2,11,30,REL,2179,1080,2.81,0.0000,0.0000,0,0.00
PKQ1.180904.001,PKQ1.180904.001,tulip,tulip,sdm636,Xiaomi,xiaomi,Redmi Note 6 Pro,unknown,qcom,user,release-keys,xiaomi/tulip/tulip:9/PKQ1.180904.001/V12.0.1.0.PEKMIXM:user/release-keys,builder,mi-server,V12.0.1.0.PEKMIXM,9,28,REL,2094,1080,2.07,0.0000,0.0000,0,0.00
RKQ1.201112.002,RMX3081_11_A.42,RMX3081RU,RMX3081L1,atoll,realme,realme,RMX3081,unknown,qcom,user,release-keys,realme/RMX3081RU/RMX3081L1:11/RKQ1.201112.002/1631943263705:user/release-keys,root,ubuntu-10-205,1631943263705,11,30,REL,2158,1080,3.00,0.0000,0.0000,0,0.00
WW_Phone-202011271133,OPM1.WW_Phone-16.2018.2011.78-20201127,WW_X01AD,ASUS_X01A_1,msm8953,asus,asus,ASUS_X01AD,unknown,qcom,user,release-keys,asus/WW_X01AD/ASUS_X01A_1:9/WW_Phone-202011271133/16.2018.2011.78-20201127:user/release-keys,cie,ubuntu,16.2018.2011.78-20201127,9,28,REL,1369,720,2.00,0.0000,0.0000,0,0.00
HUAWEIMAR-L21H,MAR-L21H 10.0.0.267(C10E3R1P1),MAR-LX1HRU,HWMAR,MAR,HUAWEI,HONOR,MAR-LX1H,unknown,kirin710,user,release-keys,HONOR/MAR-LX1HRU/HWMAR:10/HUAWEIMAR-L21H/10.0.0.267C10:user/release-keys,test,cn-central-1b-b46f373f01595993031497-3988816887-4wn26,10.0.0.267C10,10,29,REL,2231,1080,3.00,0.0000,0.0000,0,0.00
RKQ1.200826.002,RKQ1.200826.002 test-keys,surya_eea,surya,surya,Xiaomi,POCO,M2007J20CG,unknown,qcom,user,release-keys,POCO/surya_eea/surya:11/RKQ1.200826.002/V12.5.3.0.RJGEUXM:user/release-keys,builder,c4-xm-ota-bd003.bj,V12.5.3.0.RJGEUXM,11,30,REL,2265,1080,2.75,0.0000,0.0000,0,0.00
QKQ1.200209.002,CPH1931EX_11_C.79,CPH1931RU,OP4B79L1,trinket,OPPO,OPPO,CPH1931,unknown,qcom,user,release-keys,OPPO/CPH1931RU/OP4B79L1:10/QKQ1.200209.002/1598839400:user/release-keys,root,cp-ubuntu-122-209,1598839400,10,29,REL,1456,720,2.00,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A307FNXXU2CUI1,a30sser,a30s,exynos7904,samsung,samsung,SM-A307FN,A307FNXXU2CUI1,exynos7904,user,release-keys,samsung/a30sser/a30s:11/RP1A.200720.012/A307FNXXU2CUI1:user/release-keys,dpi,21DJ6702,A307FNXXU2CUI1,11,30,REL,1417,720,1.88,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A315FXXU1CUD4,a31ser,a31,k68v1_64_titan,samsung,samsung,SM-A315F,A315FXXU1CUD4,mt6768,user,release-keys,samsung/a31ser/a31:11/RP1A.200720.012/A315FXXU1CUD4:user/release-keys,dpi,VPDJR104,A315FXXU1CUD4,11,30,REL,2195,1080,2.62,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.A315FXXU1ATJD,a31ser,a31,k68v1_64_titan,samsung,samsung,SM-A315F,A315FXXU1ATJD,mt6768,user,release-keys,samsung/a31ser/a31:10/QP1A.190711.020/A315FXXU1ATJD:user/release-keys,dpi,SWDH2819,A315FXXU1ATJD,10,29,REL,2195,1080,2.62,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.G965FXXUGFUG4,star2lteser,star2lte,exynos9810,samsung,samsung,SM-G965F,G965FXXUGFUG4,samsungexynos9810,user,release-keys,samsung/star2lteser/star2lte:10/QP1A.190711.020/G965FXXUGFUG4:user/release-keys,dpi,SWDH7021,G965FXXUGFUG4,10,29,REL,2094,1080,2.62,0.0000,0.0000,0,0.00
RKQ1.201022.002,RKQ1.201022.002 test-keys,sunny_global,sunny,sunny,Xiaomi,Redmi,M2101K7AG,unknown,qcom,user,release-keys,Redmi/sunny_global/sunny:11/RKQ1.201022.002/V12.5.3.0.RKGMIXM:user/release-keys,builder,c4-miui-ota-bd22.bj,V12.5.3.0.RKGMIXM,11,30,REL,2263,1080,2.75,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.A307FNXXU2BTD1,a30sser,a30s,exynos7904,samsung,samsung,SM-A307FN,A307FNXXU2BTD1,exynos7904,user,release-keys,samsung/a30sser/a30s:10/QP1A.190711.020/A307FNXXU2BTD1:user/release-keys,dpi,21HH1E16,A307FNXXU2BTD1,10,29,REL,1399,720,2.25,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.A600FNPUU5CTC6,a6lteser,a6lte,exynos7870,samsung,samsung,SM-A600FN,A600FNPUU5CTC6,samsungexynos7870,user,release-keys,samsung/a6lteser/a6lte:10/QP1A.190711.020/A600FNPUU5CTC6:user/release-keys,dpi,SWDI3314,A600FNPUU5CTC6,10,29,REL,1384,720,2.00,0.0000,0.0000,0,0.00
QKQ1.190825.002,QKQ1.190825.002 test-keys,davinci_ru,davinci,davinci,Xiaomi,Xiaomi,Mi 9T,unknown,qcom,user,release-keys,Xiaomi/davinci_ru/davinci:10/QKQ1.190825.002/V12.0.5.0.QFJRUXM:user/release-keys,builder,c4-miui-ota-bd43.bj,V12.0.5.0.QFJRUXM,10,29,REL,2210,1080,2.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.G998BXXU3AUIE,p3sxser,p3s,exynos2100,samsung,samsung,SM-G998B,G998BXXU3AUIE,exynos2100,user,release-keys,samsung/p3sxser/p3s:11/RP1A.200720.012/G998BXXU3AUIE:user/release-keys,dpi,21DJFA02,G998BXXU3AUIE,11,30,REL,3044,1440,3.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.M215FXXU2BUH6,m21nsser,m21,exynos9611,samsung,samsung,SM-M215F,M215FXXU2BUH6,exynos9611,user,release-keys,samsung/m21nsser/m21:11/RP1A.200720.012/M215FXXU2BUH6:user/release-keys,dpi,21DJFA02,M215FXXU2BUH6,11,30,REL,2104,1080,3.19,0.0000,0.0000,0,0.00
RP1A.200720.011,LE7n-H697MN-R-RU-210813V275,LE7n-RU,TECNO-LE7n,TECNO-LE7n,TECNO MOBILE LIMITED,TECNO,TECNO LE7n,unknown,mt6769,user,release-keys,TECNO/LE7n-RU/TECNO-LE7n:11/RP1A.200720.011/210813V275:user/release-keys,buildsrv-ci,buildsrv-184,210813V275,11,30,REL,2208,1080,3.00,0.0000,0.0000,0,0.00
RP1A.200720.011,LE7n-H697MN-R-RU-210728V266,LE7n-RU,TECNO-LE7n,TECNO-LE7n,TECNO MOBILE LIMITED,TECNO,TECNO LE7n,unknown,mt6769,user,release-keys,TECNO/LE7n-RU/TECNO-LE7n:11/RP1A.200720.011/210728V266:user/release-keys,buildsrv-ci,buildsrv-n31,210728V266,11,30,REL,2208,1080,3.00,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.G780GXXU3AUI3,r8qser,r8q,kona,samsung,samsung,SM-G780G,G780GXXU3AUI3,qcom,user,release-keys,samsung/r8qser/r8q:11/RP1A.200720.012/G780GXXU3AUI3:user/release-keys,dpi,21DJFB03,G780GXXU3AUI3,11,30,REL,2177,1080,2.81,0.0000,0.0000,0,0.00
HUAWEIPOT-LX1,POT-LX1 10.0.0.241(C10E3R2P3),POT-LX1RU,HWPOT-H,POT-L21RU,HUAWEI,HUAWEI,POT-LX1,unknown,kirin710,user,release-keys,HUAWEI/POT-LX1RU/HWPOT-H:10/HUAWEIPOT-LX1/10.0.0.241C10:user/release-keys,test,cn-central-1b-ab1f708671596008198958-859997560-gglv1,10.0.0.241C10,10,29,REL,2139,1080,3.00,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.A315FXXU1BUA1,a31ser,a31,k68v1_64_titan,samsung,samsung,SM-A315F,A315FXXU1BUA1,mt6768,user,release-keys,samsung/a31ser/a31:10/QP1A.190711.020/A315FXXU1BUA1:user/release-keys,dpi,SWDG5119,A315FXXU1BUA1,10,29,REL,2195,1080,2.62,0.0000,0.0000,0,0.00
PPR1.180610.011,PPR1.180610.011 release-keys,1902D_RU,1902D,k65v1_64_bsp,vivo,vivo,vivo 1902,unknown,mt6765,user,release-keys,vivo/1902D_RU/1902D:9/PPR1.180610.011/compiler08121642:user/release-keys,compiler,compiler0176,compiler08121642,9,28,REL,1407,720,2.00,0.0000,0.0000,0,0.00
QKQ1.191014.001,QKQ1.191014.001 test-keys,pine,pine,QC_Reference_Phone,Xiaomi,Xiaomi,Redmi 7A,unknown,qcom,user,release-keys,Xiaomi/pine/pine:10/QKQ1.191014.001/V12.0.3.0.QCMMIXM:user/release-keys,builder,c3-miui-ota-bd103.bj,V12.0.3.0.QCMMIXM,10,29,REL,1344,720,2.00,0.0000,0.0000,0,0.00
PPR1.180610.011,00WW_5_18D,TA-1032_00WW,NE1,MT6737,HMD Global,Nokia,TA-1032,unknown,mt6735,user,release-keys,Nokia/TA-1032_00WW/NE1:9/PPR1.180610.011/00WW_5_18D:user/release-keys,cm,cm-build-42-128,00WW_5_18D,9,28,REL,1280,720,1.70,0.0000,0.0000,0,0.00
RKQ1.200826.002,RKQ1.200826.002 test-keys,vayu_ru,vayu,vayu,Xiaomi,POCO,M2102J20SG,unknown,qcom,user,release-keys,POCO/vayu_ru/vayu:11/RKQ1.200826.002/V12.5.3.0.RJURUXM:user/release-keys,builder,c4-xm-ota-bd034.bj,V12.5.3.0.RJURUXM,11,30,REL,2179,1080,2.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A405FMPUU3CUF2,a40ser,a40,exynos7904,samsung,samsung,SM-A405FM,A405FMPUU3CUF2,exynos7904,user,release-keys,samsung/a40ser/a40:11/RP1A.200720.012/A405FMPUU3CUF2:user/release-keys,dpi,VPDJR210,A405FMPUU3CUF2,11,30,REL,2209,1080,3.00,0.0000,0.0000,0,0.00
RKQ1.200826.002,RKQ1.200826.002 release-keys,vayu_global,vayu,vayu,Xiaomi,POCO,M2102J20SG,unknown,qcom,user,release-keys,POCO/vayu_global/vayu:11/RKQ1.200826.002/V12.0.6.0.RJUMIXM:user/release-keys,builder,xiaomi.eu,V12.0.6.0.RJUMIXM,11,30,REL,2265,1080,2.75,0.0000,0.0000,0,0.00
PKQ1.190319.001,ZQL1533-pine-build-20200216153737,pine_ru,pine,QC_Reference_Phone,Xiaomi,Xiaomi,Redmi 7A,unknown,qcom,user,release-keys,Xiaomi/pine_ru/pine:9/PKQ1.190319.001/V11.0.5.0.PCMRUXM:user/release-keys,builder,mi-server,V11.0.5.0.PCMRUXM,9,28,REL,1344,720,2.00,0.0000,0.0000,0,0.00
HUAWEIMAR-L21H,MAR-L21H 10.0.0.267(C10E3R1P1),MAR-LX1HRU,HWMAR,MAR,HUAWEI,HONOR,MAR-LX1H,unknown,kirin710,user,release-keys,HONOR/MAR-LX1HRU/HWMAR:10/HUAWEIMAR-L21H/10.0.0.267C10:user/release-keys,test,cn-central-1b-b46f373f01595993031497-3988816887-4wn26,10.0.0.267C10,10,29,REL,2231,1080,2.55,0.0000,0.0000,0,0.00
RKQ1.200903.002,qssi-user 11 RKQ1.200903.002 V12.0.13.0.RFQEUXM,laurel_sprout_eea,laurel_sprout,trinket,Xiaomi,Xiaomi,Mi A3,unknown,qcom,user,release-keys,Xiaomi/laurel_sprout_eea/laurel_sprout:11/RKQ1.200903.002/V12.0.13.0.RFQEUXM:user/release-keys,builder,c4-xm-ota-bd035.bj,V12.0.13.0.RFQEUXM,11,30,REL,1411,720,2.00,0.0000,0.0000,0,0.00
RKQ1.200826.002,RKQ1.200826.002 test-keys,toco_eea,toco,toco,Xiaomi,Xiaomi,Mi Note 10 Lite,unknown,qcom,user,release-keys,Xiaomi/toco_eea/toco:11/RKQ1.200826.002/V12.5.4.0.RFNEUXM:user/release-keys,builder,c3-xm-ota-bd018.bj,V12.5.4.0.RFNEUXM,11,30,REL,2224,1080,2.75,0.0000,0.0000,0,0.00
HUAWEIYAL-L21,YAL-L21 9.1.0.171(C10E2R2P1),YAL-L21RU,HWYAL,YAL,HUAWEI,HONOR,YAL-L21,unknown,kirin980,user,release-keys,HONOR/YAL-L21RU/HWYAL:9/HUAWEIYAL-L21/9.1.0.171C10:user/release-keys,test,cn-central-1b-776d2435e1576024865368-617202381-6jkww,9.1.0.171C10,9,28,REL,2110,1080,3.00,0.0000,0.0000,0,0.00
QKQ1.200512.002,QKQ1.200512.002 test-keys,surya_ru,surya,surya,Xiaomi,POCO,M2007J20CG,unknown,qcom,user,release-keys,POCO/surya_ru/surya:10/QKQ1.200512.002/V12.0.9.0.QJGRUXM:user/release-keys,builder,c4-miui-ota-bd154.bj,V12.0.9.0.QJGRUXM,10,29,REL,2179,1080,2.75,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.A505FNPUU4BTC9,a50xser,a50,exynos9610,samsung,samsung,SM-A505FN,A505FNPUU4BTC9,exynos9610,user,release-keys,samsung/a50xser/a50:10/QP1A.190711.020/A505FNPUU4BTC9:user/release-keys,dpi,21HHAD17,A505FNPUU4BTC9,10,29,REL,2131,1080,2.62,0.0000,0.0000,0,0.00
HUAWEIYAL-L61,YAL-L61 10.1.0.249(C431E3R1P2),YAL-L21HEEA,HWYAL,YAL,HUAWEI,HUAWEI,YAL-L21,unknown,kirin980,user,release-keys,HUAWEI/YAL-L21HEEA/HWYAL:10/HUAWEIYAL-L61/10.1.0.249C431:user/release-keys,test,cn-central-1b-b1567b9f11596428303951-3905062043-wt5l0,10.1.0.249C431,10,29,REL,2232,1080,3.00,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A207FXXU2CUFA,a20sser,a20s,msm8953,samsung,samsung,SM-A207F,A207FXXU2CUFA,qcom,user,release-keys,samsung/a20sser/a20s:11/RP1A.200720.012/A207FXXU2CUFA:user/release-keys,dpi,VPDJR212,A207FXXU2CUFA,11,30,REL,1422,720,1.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012 release-keys,2061_RU,2061,atoll,vivo,vivo,V2061,unknown,qcom,user,release-keys,vivo/2061_RU/2061:11/RP1A.200720.012/compiler1014203120:user/release-keys,compiler,comsz01078168,eng.compil.20211014.203120,11,30,REL,2208,1080,2.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A505FNPUU8CUE4,a50xser,a50,exynos9610,samsung,samsung,SM-A505FN,A505FNPUU8CUE4,exynos9610,user,release-keys,samsung/a50xser/a50:11/RP1A.200720.012/A505FNPUU8CUE4:user/release-keys,dpi,VPDJR210,A505FNPUU8CUE4,11,30,REL,2218,1080,2.62,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A307FNXXS2CUH4,a30sser,a30s,exynos7904,samsung,samsung,SM-A307FN,A307FNXXS2CUH4,exynos7904,user,release-keys,samsung/a30sser/a30s:11/RP1A.200720.012/A307FNXXS2CUH4:user/release-keys,dpi,VPDJR106,A307FNXXS2CUH4,11,30,REL,1423,720,1.75,0.0000,0.0000,0,0.00
PPR1.180610.011,PPR1.180610.011,begonia_ru,begonia,begonia,Xiaomi,Redmi,Redmi Note 8 Pro,unknown,mt6785,user,release-keys,Redmi/begonia_ru/begonia:9/PPR1.180610.011/V11.0.3.0.PGGRUXM:user/release-keys,builder,mi-server,V11.0.3.0.PGGRUXM,9,28,REL,2135,1080,2.73,0.0000,0.0000,0,0.00
RKQ1.201217.002,RMX1921_11_F.03,RMX1921RU,RMX1921,sdm710,realme,realme,RMX1921,unknown,qcom,user,release-keys,realme/RMX1921RU/RMX1921:11/RKQ1.201217.002/1626947099367:user/release-keys,root,ubuntu-9-159,1626947099367,11,30,REL,2152,1080,2.55,0.0000,0.0000,0,0.00
QKQ1.200830.002,Android-Q-build-20210930014837,citrus_global,citrus,citrus,Xiaomi,POCO,M2010J19CG,unknown,qcom,user,release-keys,POCO/citrus_global/citrus:10/QKQ1.200830.002/V12.0.11.0.QJFMIXM:user/release-keys,builder,c5-miui-ota-bd041.bj,V12.0.11.0.QJFMIXM,10,29,REL,2132,1080,2.75,0.0000,0.0000,0,0.00
PKQ1.181007.001,PKQ1.181007.001,nitrogen,nitrogen,sdm660,Xiaomi,Xiaomi,MI MAX 3,unknown,qcom,user,release-keys,Xiaomi/nitrogen/nitrogen:9/PKQ1.181007.001/V11.0.7.0.PEDMIXM:user/release-keys,builder,c3-miui-ota-bd139.bj,V11.0.7.0.PEDMIXM,9,28,REL,2030,1080,2.75,0.0000,0.0000,0,0.00
QKQ1.200114.002,QKQ1.200114.002 test-keys,willow_eea,willow,willow,Xiaomi,xiaomi,Redmi Note 8T,unknown,qcom,user,release-keys,xiaomi/willow_eea/willow:10/QKQ1.200114.002/V12.0.4.0.QCXEUXM:user/release-keys,builder,c4-miui-ota-bd30.bj,V12.0.4.0.QCXEUXM,10,29,REL,2130,1080,2.75,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A505FMPUS9CUI4,a50ser,a50,exynos9610,samsung,samsung,SM-A505FM,A505FMPUS9CUI4,exynos9610,user,release-keys,samsung/a50ser/a50:11/RP1A.200720.012/A505FMPUS9CUI4:user/release-keys,dpi,21DJGB04,A505FMPUS9CUI4,11,30,REL,2131,1080,2.62,0.0000,0.0000,0,0.00
QKQ1.190910.002,QKQ1.190910.002 V12.0.3.0.QFGEUXM,lavender_eea,lavender,sdm660,Xiaomi,xiaomi,Redmi Note 7,unknown,qcom,user,release-keys,xiaomi/lavender_eea/lavender:10/QKQ1.190910.002/V12.0.3.0.QFGEUXM:user/release-keys,builder,c4-miui-ota-bd172.bj,V12.0.3.0.QFGEUXM,10,29,REL,2131,1080,2.75,0.0000,0.0000,0,0.00
PKQ1.181105.001,00WW_6_19F,TA-1053_00WW,ND1,MSM8937,HMD Global,Nokia,TA-1053,unknown,qcom,user,release-keys,Nokia/TA-1053_00WW/ND1:9/PKQ1.181105.001/00WW_6_19F:user/release-keys,cm,cm-build-42-20,00WW_6_19F,9,28,REL,1280,720,2.25,0.0000,0.0000,0,0.00
QPOS30.52-29-12,QPOS30.52-29-12,ocean_retru_n,ocean_n,msm8953,motorola,motorola,moto g(7) power,0xC111,qcom,user,release-keys,motorola/ocean_retru_n/ocean_n:10/QPOS30.52-29-12/401fd:user/release-keys,hudsoncm,ilclbld153,401fd,10,29,REL,1371,720,2.00,0.0000,0.0000,0,0.00
PPR1.180610.011,PPR1.180610.011.G950FXXUCDUD1,dreamltexx,dreamlte,universal8895,samsung,samsung,SM-G950F,G950FXXUCDUD1,samsungexynos8895,user,release-keys,samsung/dreamltexx/dreamlte:9/PPR1.180610.011/G950FXXUCDUD1:user/release-keys,dpi,SWDH4604,G950FXXUCDUD1,9,28,REL,2744,1440,4.50,0.0000,0.0000,0,0.00
RKQ1.201004.002,RKQ1.201004.002 test-keys,ginkgo,ginkgo,ginkgo,Xiaomi,xiaomi,Redmi Note 8,unknown,qcom,user,release-keys,xiaomi/ginkgo/ginkgo:11/RKQ1.201004.002/V12.0.2.0.RCOMIXM:user/release-keys,builder,c4-miui-ota-bd07.bj,V12.0.2.0.RCOMIXM,11,30,REL,2130,1080,2.88,0.0000,0.0000,0,0.00
PPR1.180610.011,PPR1.180610.011.A730FXXU7CUI2,jackpot2ltexx,jackpot2lte,universal7885,samsung,samsung,SM-A730F,A730FXXU7CUI2,samsungexynos7885,user,release-keys,samsung/jackpot2ltexx/jackpot2lte:9/PPR1.180610.011/A730FXXU7CUI2:user/release-keys,dpi,SWDH2822,A730FXXU7CUI2,9,28,REL,2181,1080,2.62,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020,begonia_ru,begonia,begonia,Xiaomi,Redmi,Redmi Note 8 Pro,unknown,mt6785,user,release-keys,Redmi/begonia_ru/begonia:10/QP1A.190711.020/V12.0.7.0.QGGRUXM:user/release-keys,builder,c5-miui-ota-bd172.bj,V12.0.7.0.QGGRUXM,10,29,REL,2220,1080,2.75,0.0000,0.0000,0,0.00
QKQ1.191014.001,QKQ1.191014.001 test-keys,pine_eea,pine,QC_Reference_Phone,Xiaomi,Xiaomi,Redmi 7A,unknown,qcom,user,release-keys,Xiaomi/pine_eea/pine:10/QKQ1.191014.001/V12.0.2.0.QCMEUXM:user/release-keys,builder,c3-miui-ota-bd105.bj,V12.0.2.0.QCMEUXM,10,29,REL,1344,720,2.00,0.0000,0.0000,0,0.00
PKQ1.190319.001,ZQL1533-pine-build-20191026014934,pine_ru,pine,QC_Reference_Phone,Xiaomi,Xiaomi,Redmi 7A,unknown,qcom,user,release-keys,Xiaomi/pine_ru/pine:9/PKQ1.190319.001/V11.0.3.0.PCMRUXM:user/release-keys,builder,mi-server,V11.0.3.0.PCMRUXM,9,28,REL,1344,720,2.00,0.0000,0.0000,0,0.00
HONORAKA-L29,AKA-L29 3.1.0.146(C10E2R5P1),AKA-L29,HWAKA-H,AKA,HUAWEI,HONOR,AKA-L29,unknown,kirin710,user,release-keys,HONOR/AKA-L29/HWAKA-H:10/HONORAKA-L29/3.1.0.146C10:user/release-keys,test,cn-central-hcd-2a-c858fbd4d1632622853710-55fb86f98d-chnkj,3.1.0.146C10,10,29,REL,1411,720,2.00,0.0000,0.0000,0,0.00
RP1A.200720.012,RP1A.200720.012.A515FXXU5EUJ2,a51nsser,a51,exynos9611,samsung,samsung,SM-A515F,A515FXXU5EUJ2,exynos9611,user,release-keys,samsung/a51nsser/a51:11/RP1A.200720.012/A515FXXU5EUJ2:user/release-keys,dpi,21HHAF13,A515FXXU5EUJ2,11,30,REL,2186,1080,2.62,0.0000,0.0000,0,0.00
QP1A.190711.020,OUKITEL_WP5Pro_EEA_V15_20210918,WP5_Pro_EEA,WP5_Pro,d937d,OUKITEL,OUKITEL,WP5 Pro,unknown,mt6762,user,release-keys,OUKITEL/WP5_Pro_EEA/WP5_Pro:10/QP1A.190711.020/20201208:user/release-keys,feserver,v121,20201208,10,29,REL,1344,720,2.00,0.0000,0.0000,0,0.00
PKQ1.180904.001,PKQ1.180904.001,whyred,whyred,sdm636,Xiaomi,xiaomi,Redmi Note 5,unknown,qcom,user,release-keys,xiaomi/whyred/whyred:9/PKQ1.180904.001/V12.0.2.0.PEIMIXM:user/release-keys,builder,mi-server,V12.0.2.0.PEIMIXM,9,28,REL,2030,1080,2.75,0.0000,0.0000,0,0.00
QP1A.190711.020,QP1A.190711.020.G965FXXUAETG3,star2ltexx,star2lte,exynos9810,samsung,samsung,SM-G965F,G965FXXUAETG3,samsungexynos9810,user,release-keys,samsung/star2ltexx/star2lte:10/QP1A.190711.020/G965FXXUAETG3:user/release-keys,dpi,SWDH7906,G965FXXUAETG3,10,29,REL,2094,1080,2.62,0.0000,0.0000,0,0.00
