ro.build.id,ro.build.display.id,ro.product.name,ro.product.device,ro.product.board,ro.product.manufacturer,ro.product.brand,ro.product.model,ro.bootloader,ro.hardware,ro.build.type,ro.build.tags,ro.build.fingerprint,ro.build.user,ro.build.host,ro.build.version.incremental,ro.build.version.release,ro.build.version.sdk,ro.build.version.codename,screen.height,screen.width,screen.density,screen.xdpi,screen.ydpi,screen.dpi,screen.scaledDensity
RKQ1.200826.002,RKQ1.200826.002 test-keys,monet_eea,monet,monet,Xiaomi,Xiaomi,M2002J9G,unknown,qcom,user,release-keys,,builder,c4-xm-ota-bd030.bj,V12.5.7.0.RJIEUXM,11,30,REL,2201,1080,2.75,400.4670,400.5250,440,3.85
SP1A.210812.016,SP1A.210812.016.N975FXXU8HVGA,d2seea,d2s,exynos9825,samsung,samsung,SM-N975F,N975FXXU8HVGA,exynos9825,user,release-keys,,dpi,21DJ6711,N975FXXU8HVGA,12,31,REL,2069,1080,2.62,375.7807,373.6252,420,2.62
RKQ1.200826.002,RKQ1.200826.002 test-keys,apollo_eea,apollo,apollo,Xiaomi,Xiaomi,M2007J3SY,unknown,qcom,user,release-keys,,builder,c5-xm-ota-bd014.bj,V12.5.1.0.RJDEUXM,11,30,REL,2180,1080,2.75,394.7050,394.8180,440,2.75
POBS29.288-60-6-1-29,POBS29.288-60-6-1-29,fiji,fiji,fiji,motorola,motorola,moto e6s,fiji-8f1915b-20211104103059-20220218131227,mt6765,user,release-keys,,xscm,ontimbjlx007,c6fde,9,28,REL,1424,720,1.75,282.2220,282.2220,280,1.75
RP1A.200720.012,RP1A.200720.012.A127FXXU4AVB3,a12snnxx,a12s,exynos850,samsung,samsung,SM-A127F,A127FXXU4AVB3,exynos850,user,release-keys,,dpi,21DJFA08,A127FXXU4AVB3,11,30,REL,1467,720,1.88,268.9410,269.1390,300,2.81
SP1A.210812.016,SP1A.210812.016.A225MUBS3BVG1,a22ub,a22,a22,samsung,samsung,SM-A225M,A225MUBS3BVG1,mt6769t,user,release-keys,,dpi,SWDK3903,A225MUBS3BVG1,12,31,REL,1514,720,1.88,272.9550,274.5940,300,1.69
RP1A.200720.012,RP1A.200720.012 release-keys,2026,2026,k65v1_64_bsp,vivo,vivo,V2026,unknown,mt6765,user,release-keys,,compiler,comsz01078161,eng.compil.20220926.233234,11,30,REL,720,1459,2.25,269.2100,269.2100,360,2.25
RP1A.200720.012,RP1A.200720.012.A305GUBS8CVI1,a30ub,a30,exynos7904,samsung,samsung,SM-A305G,A305GUBS8CVI1,exynos7904,user,release-keys,,dpi,SWDK6805,A305GUBS8CVI1,11,30,REL,2131,1080,2.62,403.4110,404.3260,420,2.89
PPR1.180610.011,PPR1.180610.011.A105FNXXS3ATD2,a10eea,a10,universal7885,samsung,samsung,SM-A105FN,A105FNXXS3ATD2,exynos7885,user,release-keys,,dpi,SWDH2504,A105FNXXS3ATD2,9,28,REL,1440,720,1.75,268.9410,269.9860,280,3.50
RP1A.200720.011,AN3516-camellia-build-20220329235035,camellian_global,camellian,camellian,Xiaomi,Redmi,M2103K19G,unknown,mt6833,user,release-keys,,builder,m1-xm-ota-bd130.bj.idc.xiaomi.com,V12.5.5.0.RKSMIXM,11,30,REL,2167,1080,2.75,405.1030,405.1030,440,3.66
RP1A.200720.012,RP1A.200720.012.A325MUBU1AUH1,a32ub,a32,k69v1_64_titan_marmot,samsung,samsung,SM-A325M,A325MUBU1AUH1,mt6769t,user,release-keys,,dpi,21DJ6907,A325MUBU1AUH1,11,30,REL,2195,1080,2.62,409.4320,411.8910,420,2.89
SP1A.210812.016,SP1A.210812.016.A217FXXU8DVG4,a21snseea,a21s,exynos850,samsung,samsung,SM-A217F,A217FXXU8DVG4,exynos850,user,release-keys,,dpi,VPDJR108,A217FXXU8DVG4,12,31,REL,1424,720,2.25,265.0430,267.3680,360,3.38
RP1A.200720.011,RP1A.200720.011,dandelion_eea,dandelion,dandelion,Xiaomi,Redmi,M2006C3LVG,unknown,mt6762,user,release-keys,,builder,m1-xm-ota-bd093.bj.idc.xiaomi.com,V12.5.1.0.RCDEUTI,11,30,REL,1511,720,2.10,268.9410,269.1390,336,3.15
SP1A.210812.016,SP1A.210812.016.A127FXXS6BVH5,a12snseea,a12s,exynos850,samsung,samsung,SM-A127F,A127FXXS6BVH5,exynos850,user,release-keys,,dpi,21DK7905,A127FXXS6BVH5,12,31,REL,1455,720,2.12,268.9410,269.1390,340,2.76
RP1A.200720.011,X663-H6915ABCEFGHIO-R-GL-220822V1169,X663-GL,Infinix-X663,Infinix-X663,INFINIX MOBILITY LIMITED,Infinix,Infinix X663,unknown,mt6769,user,release-keys,Infinix/X663-GL/Infinix-X663:11/RP1A.200720.011/220822V1169:user/release-keys,buildsrv-ci,buildsrv-n91,220822V1169,11,30,REL,2148,1080,3.00,394.3870,394.3890,480,3.00
RP1A.200720.012,RP1A.200720.012.A505FNXXU9CVG2,a50eea,a50,exynos9610,samsung,samsung,SM-A505FN,A505FNXXU9CVG2,exynos9610,user,release-keys,,dpi,SWDK3707,A505FNXXU9CVG2,11,30,REL,1080,2131,2.62,403.4110,404.3260,420,3.94
RP1A.200720.012,RP1A.200720.012.A207FXXS3CVD1,a20seea,a20s,msm8953,samsung,samsung,SM-A207F,A207FXXS3CVD1,qcom,user,release-keys,,dpi,VPDJR104,A207FXXS3CVD1,11,30,REL,1422,720,1.75,265.0430,264.1600,280,1.93
RKQ1.201004.002,Android-Q-build-20211122235711,lime_in,lime,lime,Xiaomi,Redmi,M2010J19SI,unknown,qcom,user,release-keys,Redmi/lime_in/lime:11/RKQ1.201004.002/V12.5.4.0.RJQINXM:user/release-keys,builder,m1-xm-ota-bd023.bj.idc.xiaomi.com,V12.5.4.0.RJQINXM,11,30,REL,2132,1080,2.75,422.0300,460.7440,440,2.75
SP1A.210812.016,SP1A.210812.016.G975FXXUFHVG4,beyond2lteeea,beyond2,exynos9820,samsung,samsung,SM-G975F,G975FXXUFHVG4,exynos9820,user,release-keys,,dpi,21DKGA23,G975FXXUFHVG4,12,31,REL,2682,1440,4.50,522.5140,521.7290,720,6.75
SP1A.210812.016,evergreen-user 12 SP1A.210812.016 V13.0.2.0.SGBEUXM,evergreen_eea,evergreen,evergreen,Xiaomi,POCO,21091116AG,unknown,mt6833,user,release-keys,,builder,m1-xm-ota-bd105.bj.idc.xiaomi.com,V13.0.2.0.SGBEUXM,12,31,REL,2174,1080,2.88,398.8070,398.8060,461,4.32
SP1A.210812.016,SP1A.210812.016.G991BXXS5CVIF,o1sxeea,o1s,exynos2100,samsung,samsung,SM-G991B,G991BXXS5CVIF,exynos2100,user,release-keys,,dpi,SWDK6314,G991BXXS5CVIF,12,31,REL,2176,1080,3.00,422.0300,423.3330,480,4.50
SP1A.210812.016,SP1A.210812.016 release-keys,6102H_EEA,Cruze_Lite_S,MT6762,TCL,TCL,6102H,unknown,mt6762,user,release-keys,,int,int-docker,NAC7,12,31,REL,1456,720,2.00,268.9410,269.1390,320,1.86
SP1A.210812.016,SP1A.210812.016.G975FXXUFHVG4,beyond2lteeea,beyond2,exynos9820,samsung,samsung,SM-G975F,G975FXXUFHVG4,exynos9820,user,release-keys,,dpi,21DKGA23,G975FXXUFHVG4,12,31,REL,2047,1080,2.62,391.8855,391.2967,420,3.41
SP1A.210812.016,SP1A.210812.016.A336BXXU3AVGA,a33xnseea,a33x,s5e8825,samsung,samsung,SM-A336B,A336BXXU3AVGA,s5e8825,user,release-keys,,dpi,SWDK3804,A336BXXU3AVGA,12,31,REL,2176,1080,3.00,409.4320,411.8910,480,3.30
SP1A.210812.016,SP1A.210812.016.A127FXXU7BVI4,a12snseea,a12s,exynos850,samsung,samsung,SM-A127F,A127FXXU7BVI4,exynos850,user,release-keys,,dpi,21DKG914,A127FXXU7BVI4,12,31,REL,1467,720,1.88,268.9410,269.1390,300,1.88
SP1A.210812.016,SP1A.210812.016.G770FXXS6FULA,r5qnaeea,r5q,msmnile,samsung,samsung,SM-G770F,G770FXXS6FULA,qcom,user,release-keys,,dpi,21DJF720,G770FXXS6FULA,12,31,REL,2181,1080,2.62,391.8850,393.2900,420,2.89
PPR1.180610.011,PPR1.180610.011.J415FNXXU6BUE1,j4primeltecis,j4primelte,msm8937,samsung,samsung,SM-J415FN,J415FNXXU6BUE1,qcom,user,release-keys,,dpi,SWDH7917,J415FNXXU6BUE1,9,28,REL,1384,720,2.00,277.0900,274.3940,320,3.00
PPR1.180610.011,PPR1.180610.011.A530FXXULCUK6,jackpotltexx,jackpotlte,universal7885,samsung,samsung,SM-A530F,A530FXXULCUK6,samsungexynos7885,user,release-keys,samsung/jackpotltexx/jackpotlte:9/PPR1.180610.011/A530FXXULCUK6:user/release-keys,dpi,21HHAG06,A530FXXULCUK6,9,28,REL,2076,1080,3.00,442.4510,440.5310,480,3.00
QP1A.190711.020,QP1A.190711.020.J600FNXXSACVB1,j6ltexx,j6lte,exynos7870,samsung,samsung,SM-J600FN,J600FNXXSACVB1,samsungexynos7870,user,release-keys,,dpi,21HHAG04,J600FNXXSACVB1,10,29,REL,1372,720,2.25,294.9670,293.6870,360,2.25
QP1A.190711.020,build-20210331141959,lancelot_global,lancelot,lancelot,Xiaomi,Redmi,lancelot,unknown,mt6768,user,release-keys,Redmi/lancelot_global/lancelot:10/QP1A.190711.020/V12.0.4.0.QJCMIXM:user/release-keys,builder,c4-miui-ota-bd139.bj,V12.0.4.0.QJCMIXM,10,29,REL,2134,1080,2.75,394.7160,394.7160,440,3.16
PPR1.180610.011,PPR1.180610.011.G950USQU8DUD3,dreamqltesq,dreamqltesq,msm8998,samsung,samsung,SM-G950U,G950USQU8DUD3,qcom,user,release-keys,,dpi,SWDH2809,G950USQU8DUD3,9,28,REL,2175,1080,3.00,422.0302,423.9698,480,3.00
SP1A.210812.016,SP1A.210812.016.G780GXXU3CVI4,r8qeea,r8q,kona,samsung,samsung,SM-G780G,G780GXXU3CVI4,qcom,user,release-keys,,dpi,21DK7A02,G780GXXU3CVI4,12,31,REL,2267,1080,3.00,409.4320,406.4000,480,3.00
QP1A.190711.020,QP1A.190711.020.J600FNXXSACVB1,j6ltexx,j6lte,exynos7870,samsung,samsung,SM-J600FN,J600FNXXSACVB1,samsungexynos7870,user,release-keys,,dpi,21HHAG04,J600FNXXSACVB1,10,29,REL,1372,720,2.25,294.9670,293.6870,360,2.48
HUAWEIANE-L21,ANE-LX1 9.1.0.368(C432E6R1P7),ANE-LX1,HWANE,ANE,HUAWEI,HUAWEI,ANE-LX1,unknown,hi6250,user,release-keys,,test,cn-central-1b-498df73441596434139371-3586095625-hkf1c,9.1.0.368C432,9,28,REL,2060,1080,3.00,435.4280,432.1790,480,3.90
S0RCS32.41-10-19-6,S0RCS32.41-10-19-6,caprip_retail,caprip,caprip,motorola,motorola,moto g(30),MBM-3.0-caprip_retail-7380af07e7e-220908,qcom,user,release-keys,,hudsoncm,ilclbld184,6c31f-9ee81,12,31,REL,1515,720,1.49,268.9410,269.1390,238,1.26
RP1A.200720.012,RP1A.200720.012.A705FNXXU5DVG3,a70qeea,a70q,sm6150,samsung,samsung,SM-A705FN,A705FNXXU5DVG3,qcom,user,release-keys,,dpi,21DK7B16,A705FNXXU5DVG3,11,30,REL,2180,1080,3.00,391.8850,393.2900,480,3.90
SP1A.210812.016,SP1A.210812.016.A135FXXU2AVJ3,a13nseea,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU2AVJ3,exynos850,user,release-keys,,dpi,21DKGB07,A135FXXU2AVJ3,12,31,REL,2181,1080,3.38,403.4110,399.7590,540,3.38
RP1A.200720.012,RP1A.200720.012 release-keys,2027_EEA,2027,bengal,vivo,vivo,V2027,unknown,qcom,user,release-keys,,compiler,compiler0175,eng.compil.20210720.223852,11,30,REL,1464,720,1.88,268.9410,269.1390,300,1.88
RP1A.200720.011,RP1A.200720.011,dandelion_eea,dandelion,dandelion,Xiaomi,Redmi,M2006C3LG,unknown,mt6762,user,release-keys,,builder,m1-xm-ota-bd094.bj.idc.xiaomi.com,V12.5.5.0.RCDEUXM,11,30,REL,1449,720,2.00,268.9410,269.1390,320,2.00
RP1A.200720.012,RP1A.200720.012.A307FNXXU2CUF2,a30seea,a30s,exynos7904,samsung,samsung,SM-A307FN,A307FNXXU2CUF2,exynos7904,user,release-keys,,dpi,VPDJR208,A307FNXXU2CUF2,11,30,REL,1423,720,1.75,268.9410,269.5510,280,1.93
RP1A.200720.011,RP1A.200720.011,merlin_global,merlin,merlin,Xiaomi,Redmi,M2003J15SC,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd036.bj.idc.xiaomi.com,V12.5.4.0.RJOMIXM,11,30,REL,2110,1080,2.75,394.7160,394.7160,440,2.75
RP1A.200720.012,RP1A.200720.012.A022MUBS3BVB2,a02ub,a02,k39tv1_bsp_titan_hamster,samsung,samsung,SM-A022M,A022MUBS3BVB2,mt6739,user,release-keys,,dpi,21DJFB02,A022MUBS3BVB2,11,30,REL,1471,720,1.75,268.9410,269.1390,280,1.75
SP1A.210812.016,SP1A.210812.016.A135FXXU2AVJ3,a13nseea,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU2AVJ3,exynos850,user,release-keys,,dpi,21DKGB07,A135FXXU2AVJ3,12,31,REL,2208,1080,2.81,403.4110,399.7590,450,3.66
SP1A.210812.016,SP1A.210812.016.G998BXXU5CVF2,p3sxeea,p3s,exynos2100,samsung,samsung,SM-G998B,G998BXXU5CVF2,exynos2100,user,release-keys,,dpi,21DKGA22,G998BXXU5CVF2,12,31,REL,2199,1080,2.62,386.3655,385.8225,420,2.62
QP1A.190711.020,QP1A.190711.020.A605FNXXU8CVA1,a6pltexx,a6plte,msm8953,samsung,samsung,SM-A605FN,A605FNXXU8CVA1,qcom,user,release-keys,,dpi,SWDH4606,A605FNXXU8CVA1,10,29,REL,2094,1080,2.62,409.4320,408.6080,420,4.46
HUAWEIMAR-L23A,MAR-L23A 10.0.0.265(C605E3R4P3),MAR-LX3A,HWMAR,MAR,HUAWEI,HUAWEI,MAR-LX3A,unknown,kirin710,user,release-keys,,test,cn-central-1b-aca00d4c31596102645143-3873932753-4bgp9,10.0.0.265C605,10,29,REL,2107,1080,3.00,415.6360,416.4870,480,3.30
SP1A.210812.016,SP1A.210812.016.M526BXXU1BVH7,m52xqins,m52xq,lahaina,samsung,samsung,SM-M526B,M526BXXU1BVH7,qcom,user,release-keys,,dpi,21DKGA20,M526BXXU1BVH7,12,31,REL,2175,1080,2.81,391.8850,393.2900,450,2.81
SP1A.210812.016,SP1A.210812.016.A515FXXS5FVI2,a51nsxx,a51,exynos9611,samsung,samsung,SM-A515F,A515FXXS5FVI2,exynos9611,user,release-keys,,dpi,SWDK3009,A515FXXS5FVI2,12,31,REL,2186,1080,2.62,409.4320,406.4000,420,3.41
RP1A.200720.011,RP1A.200720.011,galahad_eea,galahad,galahad,Xiaomi,Redmi,M2004J19C,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd014.bj.idc.xiaomi.com,V12.5.5.0.RJCEUXM,11,30,REL,2134,1080,2.75,394.7160,394.7160,440,3.66
SP1A.210812.016,SP1A.210812.016.G9960ZHU2BUL3,t2qzhx,t2q,lahaina,samsung,samsung,SM-G9960,G9960ZHU2BUL3,qcom,user,release-keys,,dpi,21DI2512,G9960ZHU2BUL3,12,31,REL,2163,1080,3.38,391.8850,393.2900,540,3.71
RP1A.200720.011,RMX2191_11_C.19,RMX2193EEA,RMX2193,RM6769,realme,realme,RMX2193,unknown,mt6768,user,release-keys,,root,ubuntu-8-233,1662464455049,11,30,REL,1448,720,2.00,269.2180,269.2100,320,2.00
RP1A.200720.011,AL5186-selene-build-20220815184336,selene_global,selene,selene,Xiaomi,Redmi,21061119AL,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd345.bj.idc.xiaomi.com,V12.5.20.0.RKUMIXM,11,30,REL,2167,1080,2.75,405.1030,405.1030,440,3.66
PPR1.180610.011,PPR1.180610.011.J701MUBUBCUE1,j7velteub,j7velte,universal7870,samsung,samsung,SM-J701M,J701MUBUBCUE1,samsungexynos7870,user,release-keys,,dpi,SWDH4616,J701MUBUBCUE1,9,28,REL,1280,720,2.00,268.9410,268.6940,320,3.00
QZKS30.Q4-40-81-3-4,QZKS30.Q4-40-81-3-4,kiev_retail,kiev,kiev,motorola,motorola,moto g 5G,MBM-3.0-kiev_retail-24556d5699-210629,qcom,user,release-keys,,hudsoncm,ilclbld99,88702,10,29,REL,2174,1080,2.50,397.5650,393.2900,400,2.50
SP1A.210812.016,SP1A.210812.016.G990BXXS2CVI5,r9qxeea,r9q,lahaina,samsung,samsung,SM-G990B,G990BXXS2CVI5,qcom,user,release-keys,,dpi,SWDK6307,G990BXXS2CVI5,12,31,REL,2088,1080,3.19,409.4320,396.2400,510,4.14
RKQ1.200903.002,CPH2067_11_C.91,CPH2067EEA,OP4C72L1,trinket,OPPO,OPPO,CPH2067,unknown,qcom,user,release-keys,,root,ubuntu-8-199,1661530933817,11,30,REL,2158,1080,3.00,403.4110,403.7080,480,4.20
RP1A.200720.012,RP1A.200720.012.F127GDDU3AUJ3,f12ins,f12,exynos850,samsung,samsung,SM-F127G,F127GDDU3AUJ3,exynos850,user,release-keys,,dpi,21DJGB03,F127GDDU3AUJ3,11,30,REL,1465,720,1.88,268.9410,269.1390,300,1.88
HUAWEIPOT-L21,POT-LX1 10.0.0.238(C431E3R4P1),POT-LX1EEA,HWPOT-H,POT-L21,HUAWEI,HUAWEI,POT-LX1,unknown,kirin710,user,release-keys,,test,cn-central-1b-e1e0e127d1595988376328-2222556420-74tnn,10.0.0.238C431,10,29,REL,2139,1080,3.00,403.4110,407.0950,480,3.00
RP1A.200720.011,RP1A.200720.011 release-keys,T767W,Buffalo_TMO,Buffalo_TMO,TCL,TCL,T767W,unknown,mt6833,user,release-keys,,android-bld,s11,3C63,11,30,REL,1460,720,2.00,268.9410,269.1390,320,1.86
HUAWEIMRD-LX1,MRD-L21A 9.1.0.327(C431E5R2P1),MRD-L21AEEA,HWMRD-M1,MRD-L21A,HUAWEI,HUAWEI,MRD-LX1,unknown,mt6761,user,release-keys,,test,cn-central-1b-c5ceedaf81596618442452-2003794548-bbb3x,9.1.0.327C431,9,28,REL,1422,720,2.00,281.3530,283.0280,320,2.00
SP1A.210812.016,SP1A.210812.016,fleur_eea,fleur,fleur,Xiaomi,Redmi,2201117SY,unknown,mt6781,user,release-keys,,builder,m1-xm-ota-bd169.bj.idc.xiaomi.com,V13.0.1.0.SKEEUXM,12,31,REL,2177,1080,2.75,409.4320,409.1270,440,2.75
SKQ1.210908.001,SKQ1.210908.001 test-keys,sunny_global,sunny,sunny,Xiaomi,Redmi,M2101K7AG,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd313.bj.idc.xiaomi.com,V13.0.10.0.SKGMIXM,12,31,REL,2177,1080,2.75,409.4320,409.1270,440,2.75
RRWBS31.Q3-46-85-7,RRWBS31.Q3-46-85-7,coful_g,coful,coful,motorola,motorola,moto g31,MBM-2.1-coful_g-3e4f6a2630-220925,mt6768,user,release-keys,,hudsoncm,ilclbld192,5bf8c90,11,30,REL,2237,1080,2.62,409.0170,409.0170,420,2.62
ROQ31.166-63,ROQ31.166-63,cyprus64,cyprus64,cyprus64,motorola,motorola,moto e40,cyprus64-5a33ca5-20220914113211-20221004140649,ums512_1h10,user,release-keys,,xscm,ontimbjlx018,49821,11,30,REL,720,1441,1.75,268.9410,335.8670,280,1.75
QP1A.190711.020,KE5-H6123ABC-QGo-GL-220616V541,KE5-GL,TECNO-KE5,TECNO-KE5,TECNO MOBILE LIMITED,TECNO,TECNO KE5,unknown,mt6761,user,release-keys,,buildsrv-ci,buildsrv-n29,ABC-GL-220616V541,10,29,REL,1440,720,2.00,269.2180,269.2100,320,2.30
STAS32.79-77-28-18-1,STAS32.79-77-28-18-1,hawaiip_g,hawaiip,p410ae,motorola,motorola,moto g22,0x0907,mt6765,user,release-keys,,android,HTSVR18,77-28-18-1,12,31,REL,1496,720,1.49,268.9410,267.3680,238,1.49
RPXS31.Q2-58-17-7-3,RPXS31.Q2-58-17-7-3,guamp_retail,guamp,guamp,motorola,motorola,moto g(9) play,MBM-3.0-guamp_retail-252ee94a782-220829,qcom,user,release-keys,,hudsoncm,ilclbld152,ad9c24,11,30,REL,1473,720,1.75,268.9410,269.1390,280,1.75
PS7324.3016N,PS7324.3016N,onyx,onyx,onyx,Amazon,Amazon,KFONWI,unknown,mt8168,user,"amz-p,release-keys",,build,i3-ri-14-use1a-b-16-04-fos-123,0024529062020,9,28,REL,736,1280,1.33,188.1480,189.0230,213,1.33
RP1A.201005.001,s9863a3h10__s8661a_3g_user_W21.15.5_20220301,M-SP1AZ3L_EEA,M-SP1AZ3L,s9863a3h10,incar,MEDIACOM,AZIMUT 3 Lite,unknown,s9863a3h10,user,release-keys,,hzl231,yk231,20210517,11,30,REL,736,1280,1.33,298.8230,268.6940,213,1.33
RP1A.200720.012,RP1A.200720.012 release-keys,2111T,2111,k65v1_64_bsp,vivo,vivo,V2111,unknown,mt6765,user,release-keys,,compiler,comsz01078159,eng.compil.20220518.204421,11,30,REL,1475,720,1.88,269.2100,269.2100,300,1.87
RKQ1.210607.001,00WW_3_690,Daredevil_00WW,DDV_sprout,Daredevil,HMD Global,Nokia,Nokia 7.2,unknown,qcom,user,release-keys,,ci,Cocoon_192-168-133-173_19163_docker,00WW_3_690,11,30,REL,2132,1080,2.62,409.4320,409.9030,420,2.62
QP1A.190711.020,X682B-H694ABT-Q-GL-211102V401,X682B-GL,Infinix-X682B,Infinix-X682B,INFINIX MOBILITY LIMITED,Infinix,Infinix X682B,unknown,mt6769,user,release-keys,Infinix/X682B-GL/Infinix-X682B:10/QP1A.190711.020/211102V401:user/release-keys,buildsrv-ci,buildsrv-236,211102V401,10,29,REL,1464,720,2.00,264.1700,264.1700,320,2.00
RP1A.200720.012,RP1A.200720.012.A705MNXXS5DVC1,a70qxtc,a70q,sm6150,samsung,samsung,SM-A705MN,A705MNXXS5DVC1,qcom,user,release-keys,,dpi,21DJFB08,A705MNXXS5DVC1,11,30,REL,2198,1080,2.62,391.8850,393.2900,420,2.89
SP1A.210812.016,SP1A.210812.016.T500XXU3CVG4,gta4lwifieea,gta4lwifi,bengal,samsung,samsung,SM-T500,T500XXU3CVG4,qcom,user,release-keys,,dpi,21DJFA15,T500XXU3CVG4,12,31,REL,1904,1200,2.00,225.7770,224.7780,320,2.20
SKQ1.210216.001,RMX3081_11_C.21,RMX3081EEA,RMX3081L1,atoll,realme,realme,RMX3081,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm164,R.GDPR.202209211640,12,31,REL,2158,1080,3.00,409.4320,409.1270,480,3.00
RP1A.200720.012,RP1A.200720.012.A107MUBU6CVG3,a10sub,a10s,S96116RA1,samsung,samsung,SM-A107M,A107MUBU6CVG3,mt6762,user,release-keys,,dpi,SWDK3603,A107MUBU6CVG3,11,30,REL,1381,720,1.75,268.9410,269.9860,280,1.93
RP1A.200720.011,AN3516-camellia-build-20220324204807,camellian_eea,camellian,camellian,Xiaomi,Redmi,M2103K19G,unknown,mt6833,user,release-keys,,builder,m1-xm-ota-bd132.bj.idc.xiaomi.com,V12.5.5.0.RKSEUXM,11,30,REL,1080,2167,2.75,405.1030,405.1030,440,2.75
RPJS31.Q4U-47-35-17,RPJS31.Q4U-47-35-17,rav_reteu,rav,rav,motorola,motorola,moto g(8),MBM-3.0-rav_reteu-a863e9dc072-220330,qcom,user,release-keys,,hudsoncm,ilclbld180,4bff0,11,30,REL,1408,720,1.75,268.9410,269.5510,280,1.75
PKQ1,PKQ1.WW_Phone-16.2017.2011.105-20210108,EU_X01BD,ASUS_X01BD_1,sdm660,asus,asus,ASUS_X01BDA,unknown,qcom,user,release-keys,,jenkins,ubuntu,16.2017.2011.105-20210108,9,28,REL,2054,1080,3.38,403.4110,404.9790,540,4.39
RP1A.200720.012,RP1A.200720.012.A405FNXXS4CVH1,a40eea,a40,exynos7904,samsung,samsung,SM-A405FN,A405FNXXS4CVH1,exynos7904,user,release-keys,,dpi,SWDK6915,A405FNXXS4CVH1,11,30,REL,2110,1080,3.00,435.4280,440.2660,480,3.00
SKQ1.210216.001,CPH2197_11_C.47,CPH2197EEA,OP4F39L1,holi,OPPO,OPPO,CPH2197,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm212,R.202209091065,12,31,REL,2158,1080,3.00,403.4110,406.4000,480,3.90
RP1A.200720.011,CPH2121_11_C.36,CPH2121,OP4C51L1,oppo6779,OPPO,OPPO,CPH2121,unknown,mt6779,user,release-keys,OPPO/CPH2121/OP4C51L1:11/RP1A.200720.011/1651745087451:user/release-keys,root,ubuntu-154-55,1651745087451,11,30,REL,2158,1080,3.00,403.4110,401.0520,480,3.00
SP1A.210812.016,SP1A.210812.016.A325FXXU2BVH1,a32xx,a32,a32,samsung,samsung,SM-A325F,A325FXXU2BVH1,mt6769t,user,release-keys,,dpi,VPDJR1012,A325FXXU2BVH1,12,31,REL,2194,1080,2.62,409.4320,411.8910,420,2.89
TP1A.220624.014,TP1A.220624.014.S908USQU2BVJA,b0qsqw,b0q,taro,samsung,samsung,SM-S908U,S908USQU2BVJA,qcom,user,release-keys,,dpi,21HH1E06,S908USQU2BVJA,13,33,REL,2202,1080,2.62,375.7807,377.0917,420,2.62
QP1A.190711.020,QP1A.190711.020.G960FXXUHFVB4,starltexx,starlte,exynos9810,samsung,samsung,SM-G960F,G960FXXUHFVB4,samsungexynos9810,user,release-keys,,dpi,21HHAG06,G960FXXUHFVB4,10,29,REL,2076,1080,3.00,428.6250,427.1812,480,3.00
RPLS31.Q2-63-10-2-9,RPLS31.Q2-63-10-2-9,astro_retail,astro,sdm710,motorola,motorola,motorola one fusion,MBM-3.0-astro_retail-d88b69237fd-220519,qcom,user,release-keys,,hudsoncm,ilclbld176,c6698,11,30,REL,1511,720,1.91,268.9410,269.1390,306,2.20
SP1A.210812.016,CPH2387_11_A.14,CPH2387,OP5355,k65v1_64_bsp,OPPO,OPPO,CPH2387,unknown,mt6765,user,release-keys,OPPO/CPH2387/OP5355:12/SP1A.210812.016/S.202207281550:user/release-keys,root,dg02-pool03-kvm242,S.202207281550,12,31,REL,1460,720,2.00,269.2100,269.2100,320,2.00
RRLS31.Q2X-70-39-5,RRLS31.Q2X-70-39-5,lisbon_retail,lisbon,lisbon,motorola,motorola,moto g(60)s,MBM-2.1-lisbon_retail-dc99f960e-220826,mt6785,user,release-keys,,hudsoncm,ilclbld201,ffd1ee6,11,30,REL,2225,1080,2.50,391.8850,388.0990,400,3.25
SP1A.210812.016,SP1A.210812.016.A528BXXU1BVB2,a52sxqxx,a52sxq,lahaina,samsung,samsung,SM-A528B,A528BXXU1BVB2,qcom,user,release-keys,,dpi,21DJGD01,A528BXXU1BVB2,12,31,REL,2177,1080,2.81,409.4320,406.4000,450,3.09
SP1A.210812.016,SP1A.210812.016.A515FXXS5FVI2,a51nseea,a51,exynos9611,samsung,samsung,SM-A515F,A515FXXS5FVI2,exynos9611,user,release-keys,,dpi,SWDK3009,A515FXXS5FVI2,12,31,REL,2177,1080,2.81,409.4320,406.4000,450,4.78
SP1A.210812.016,SP1A.210812.016,maltose_global,maltose,maltose,Xiaomi,Redmi,M2101K7BL,unknown,mt6785,user,release-keys,,builder,c4-xm-ota-bd038.bj,V13.0.8.0.SKLMIXM,12,31,REL,2263,1080,2.75,409.4320,409.1270,440,2.75
SP1A.210812.016,CPH2211_11_C.28,CPH2211EEA,OP4F4DL1,k6853v1_64_6360,OPPO,OPPO,CPH2211,unknown,mt6853,user,release-keys,,root,dg02-pool03-kvm232,R.GDPR.202210132243,12,31,REL,2150,1080,3.00,409.4320,409.1270,480,3.00
